Rating,Title,Date,Verified Purchase,Body,Helpful Votes
5,Let go off Apple with no looking back.,29-Jun-18,No,"I've worked in the wireless industry since the very beginning of iPhone &amp; Android. I've been hands on with every smartphone from the HTC EVO 4G (one of the first 'big' screen phones sitting at a whopping 4.3in), Samsung Galaxy Fascinate (the first Galaxy phone of it's kind) Blackberry Curve, Bold, Torch and of course, iPhone. The first smartphone I owned was the Blackberry Curve following the discontinuation of the trackball (on the curve, the Bold still had it). From the Blackberry, I switched back and forth between Apple and Android for years, but always ended up sticking with Apple simply because the OS was more stable, the screen's response time was less laggy and as we all know, more accessories...Well last week, I had the iPhone 7 and for the past couple of months became more and more disappointed with apps force closing, losing service (more of a Sprint issue), alarms not going off, videos not loading when I did have serivce, battery dying by the middle of the day after a full night's charge, I was done. Looking at my options, the iPhone 8 seems like the poor man's iPhone X or for those who did not have the 7. The iPhone X itself is just WAY too expensive for me to sign for. Then we have the latest flagship Android devices, the Samsung s9 and the Google Pixel 2...Now to be honest, if I decided to switch to Verizon instead of At&amp;t;, I probably would have gone with the Pixel 2 (exclusive to verizon) but I've always preferred At&amp;t.; I decided to bite the bullet one more time and strp away from Apple, so I went with the s9. Now keep in mind, I use a s7 for work and I absolutely hate that phone, so that alone had me second guessing my decision. The main reason I did it was due to the price difference. Until I have no choice, I'll never spend over 4 digits on a phone...For the first time ever, I can confidently say that I will never go back to an iPhone, Samsung finally got it right. This phone has succeeded every expectation I had. The most important enhancement from previous models is the screen's response time, without a doubt. The ease of using the keyboard on an iPhone vs Android has always been a winning factor to me, but that is no longer the case. The touchscreen I'd so fluit, the processor is rapid fast and does not hesitate for a second while bouncing between applications, the camera is AMAZING and even has it's own version of Apple's portrait mode, except Samsung gives you the ability to adjust focus even after the picture has been taken. Up to 400gb expandable storage on a phone that's $300 cheaper than it's competition, are you kidding me??..I also preferred the iPhone due to it's simplicity and over-the-top customization never appealed to me. But wow, has Samsung come a long way since I last played with their themes. It's so much cleaner and user friendly. After convincing myself I'd probably just keep the phone stock, I ended up pulling an all-nighter going through all the personalization options until I finally designed me phone to feel 100% unique for me. Best of all, aside from the addition of Google Keyboard, I did not use any 3rd party apps, everything was done through Samsung Themes which keeps it just as stable as the stock version of the phone. Oh and the screen itself? Absolutely beautiful. 4k video and images are breathtaking and the curve has finally been perfected. Battery life? After 10 hours, I'm 79% as of this very minute. Fast charging could put me back up to 100% easily within 15-20 minutes...If Samsung continues improving from the s9, I will never switch back to any other phone. Even if they end up blowing it down the road, I'll be looking towards the Google Pixel (unlocked in my case) either way, no more Apple. It's simply not worth it compared to the quality available elsewhere and Samsung has finally proven that to me.",1
,,,,,
1,Touchscreen nav bar died,24-May-18,No,"I was very happy at first with my purchase, as this is a very powerful phone..But, seems that there's a growing issue in which areas of the screen die and get unresponsive..In my case it was the Navigation Bar, but other people in forums have this same issue in different areas of the touchscreen too.",4
,,,,,
4,Amazing with some shortcomings.,08-May-18,No,So my review of this phone may be a bit different than others I have never heard of anyone else having the complaints I have with the most recent of the Samsung line up. With that said I will start with what I do like the S9 has the best camera I have ever used that is the single thing keeping me on Samsung currently. I also love everything software wise besides Bixby I always hit it by accident coming from the Lg G6 I am used to volume down being there. But here's my issue with it the screen curve away from the viewer annoys the crap out of me if i prop my phone up with its stand to watch videos the curved part usually gets a glare and it makes the phone far less easy to protect with the screen being way more open to contact on dropping it. I have decided when LG makes a new phone like the G7 maybe I will go back because I really enjoyed the flatter screens and the Lg setup was more appealing (No Bixby) but I will miss this amazing camera if LG slips up in that department.,0
,,,,,
3,Returned after a week because of Macbook Integration,18-Apr-18,Yes,"I decided to move to Android after 5+ years with Apple. Main reason I bought the s9+ was the camera..You can get along with the Android way of doing things, but what really pissed me of was when I tried to backup the photos I took in my Macbook...Actually I have *returned* this phone after struggling an entire day searching an easy way to backup pictures on my Mac...After trying 5 different apps (including some weirdo chinese apps), trying with an SD card and everything, it was clear to me that this phone integration with a Macbook was a big NO for me. Oh, did I mention that some of the files got corrupted when I moved from internal storage to Micro SD?",1
,,,,,
3,The phone is good but not a great,16-May-18,No,"The phone is good but not a great. First the curved screen is annoying if you use the phone without a case because touching these edges by mistake will block the other parts inputs plus the edges are more light reflective than the middle part so watching a movie on the gym or bright place is annoying. The second problem is that, we are in 2018 and I still don't get it why Samsung still hasn't added the "" Screen turns on by notification"" feature yet when 99% of the phones today have this feature. Lastly, the power save on the phone is still bad, If someone is new to Samsung will not know he or she needs to turn off the battery saving mode on some apps such as Gmail and Yahoo mail, or their E-mails will be arrived late.",0
,,,,,
1,Product is NOT new. It comes used and disorganized,13-Apr-18,Yes,"I received it on April 11 2018 and sadly it was used. As soon as I opened the box, phone was upside down, box was disorganized and headphones &amp; cables misplaced..I needed the phone so much that i stayed with it but if you have another option simply go for another one.",15
,,,,,
4,Very good phone but i give only 4 stars because there ...,08-Apr-18,Yes,Very good phone but i give only 4 stars because there is no IR port. Even my old chineese phone had one ! i used it to control my air conditioner.,0
,,,,,
5,Would recommend getting the S9.... S9 Plus if you're a camera buff,18-Apr-18,No,"Literally the best phone I've ever had, I loved it so much I decided to upgrade to the S9 Plus version. Here's my layman's review on both...PROs:.- The night photos are where this phone shines, definitely able to get every detail possible in low lighting..- Battery life is massive with both phone: S9 has a 3000mAh / S9 Plus 3500mAh.- Plenty of RAM: S9 has 4gigs/ S9 Plus 6gigs. Both perform very extremely well but 6 gigs worth of RAM seems like overkill as 4 gigs from the S9 suffice with little to no slowdowns..-  Headphone jack on both version. Also comes with some sweet AKG earbuds..- AR emoji is relatively fun and great to show to people interested in checking out the phone.- Thin phone.- 4k Video quality.- Great Speakers.- Samsung Pay, literally can be used anywhere that accepts Cards as it mimics the magnetic strip (Not like Google Pay that relies on the ereader)..- Live Translations with Bixby Vision.- (Plus Version)  Live photo mode. Really great feature, and editable.-  (Plus version) 2 Rear Cameras with optical zoom at 2x and digital at 10x, and dual capture..CONs:.- While night photos are amazing, daytime photos can sometimes appear overly saturated..- There isn't a noticeable size difference between both phones..- What is the point of Bixby? Really difficult to incorporate it into my daily life without actively thinking ""I should give Bixby a try"".- While thin, it's somewhat heavy..- Besides the camera, there isn't a massive difference between S9 and S9 Plus...VERDICT:.As stated above, I love the S9 so much I upgraded to the Plus version. Both phones run extremely fast with little to no slowdown, even having several apps open does little to bog it's performance down. Photos look fantastic at especially at night with both versions. My only issue is the new Bixby button: it's not something I would actively use but at least users can disable this feature. Overall it's a lovely phone, S9 works just as well as the S9 Plus but lacking a few features with the camera.",2
,,,,,
2,Not everyone is a fanboy,25-Jun-18,No,"Clearly I am not a Samsung fanboy. I purchased an S6 that I was unhappy with. The amount of ""bloatware"" and ""pushed"" software was incredible. The phone's performance was at best lackluster. I traded it in after a few months. Then the S9 came out with much fanfare and reviews that often put ahead of anything else. It's as bad or worse than the S6. Yes performance is way ahead, but the ""bloatware"" and ""pushed"" software is worse than ever.The touch screen seems ultra sensitive at the edge, but try touching in the middle. It's hit or miss, even with the sensitivity set to believe I have a screen protector which I don't. Opening the screen sometimes reveals the home page, sometimes it is some other random thing from an app. Then there's ""butt dials"" that I'm not sure are truly butt dials as I have had more in 3 months than I have had in in total over the last 3 years! While on that subject, I an be walking around with my phone in my pocket and it suddenly starts playing music. The local Verizon store has attempted to resolve many of these issues without success. They have offered to replace the phone, but the one that they sent me was ""refurbished"" and had many scratches on the screen-light but still scratches. I refused it. All this makes me wonder how the reviews could be so positive. Farewell Samsung.",2
,,,,,
5,samsung best phone,19-Apr-18,No,this is a great phone with excellent battery life.great for people who are power users.very fast i upgraded from a galaxy s7 edge to the galaxy s9 plus coral blue.the s9 plus has edge screen and if you turn your phone over during a sound or notification it will stop the sound..the speakers are very  loud once you turn on dolby atmos.the cameras are wonderful..this is a must buy.,1
,,,,,
3,"Nice phone, overly complicated camera...",16-May-18,No,"The Galaxy S9 is a great looking and working phone, but I challenge you to try to figure out all the camera features they show in the commercial...They show all sorts of things like 'swing' and 'boomerang'  and 'super slo-mo', but the only feature I can actually find is the slo-mo.  The other features are buried somewhere in the camera and Samsung provides ZERO instructions on how to use them...I'm currently scouring the internet to see how to activate these features, but it is a major fail for Samsung for not providing guidance in the box.",0
,,,,,
1,One Star,06-May-18,Yes,Screen broke in a month,4
,,,,,
4,I only have one specific issues...,23-May-18,No,"It's a good phone overall.... And I love everything about it.... My only issue is that after 2 months, there was a ton of lagging. I've never experienced this much lagging in any of my old Samsung's phones (S3, S6, S7, S8)  but got damn this one does it a lot. I clear my ram often and restart my phone almost every 3 days. IDK if anyone else is experiencing this but I know Samsung has a reputation of phone lagging. Again great phone and there's my only issue.",0
,,,,,
1,One Star,17-Jun-18,Yes,Cancelled order...,1
,,,,,
3,It has lots of internal memory. The phone it self works very fast. Buy a screen protector ASAP !,19-Apr-18,No,"I recently purchased a s9 plus from verizon. So far it seems to work better than my s5,but the glass screen seems to scratch very easily.  I have been very careful but scratches keep appearing , almost over night. I'm beginning to wonder. I'm not happy about the durability of the glass screen.",2
,,,,,
1,"Good hardware, Smasung vbloatware sucks",20-May-18,No,"Good phone and camera, however tons of bloatware clogging everything (cpu, ram, sd card), not up to date Android version (8.0), very slow on safety relevant updates. Bixby is the worst, you need an app to block this useless crap. All in all good phone if Samsung would just listen to customers.",4
,,,,,
5,Superb!,07-Apr-18,No,"I've been a fan of the Galaxy series, both tablets and phones, having extensive experience with the S5, S6, S8 and now the S9+. The S9+ has dual rear-facing cameras, a first in the series. This feature alone was worth upgrading as I'm an avid amateur photographer with several nice DSLR cameras, but face it, I take far more photos with my phone simply because it's always with me...Transitioning from the S8 to S9+ took an hour but was smooth as silk.  *Everything* transferred automatically - apps, pics, files, settings - including the kitchen sink. Lol..I highly recommend - 5 golden stars!",2
,,,,,
1,The screen is not resistant at all,03-Jul-18,No,"The phone was great since i had upgraded from the s7 but the screen seems to be very fragile in my case the phone screen cracked while being in my pocket and protected by tempered glass and a phone case after this i called my insurance and they sent me back a new phone for a deductible of $200 the new phone broke in the same way as the first one in less than a week although this one was not protected by tempered glass after seeing booth had broken in less then a month i contacted samsung customer support something I would never do again since all they did was waste my time I was told I had to send my phone to be inspected and they would repair under warrantty. I sent my phone to them and it arrived at their facility two days later. After 10 days I had not received any information from samsung so I decided to call. When I called I was informed the phone was processing and I would recieve it in 5 buisness days, later that day I finally recieved notification they had my phone processing and it would be ready soon. Now 2 days ago I recieved a bill for repair costs of 247.89 way more than my deductible because my phone was not covered by warranty.",1
,,,,,
5,"Great  phone,  like  new",15-Jul-18,No,"Looks brand  new,  great pictures, fun to  use .this  is a huge  upgrade  for me, and I am enjoying it so much was surprised  that  the  charger has changed since my  S5. Still  learning  about  phone  but loving  it",1
,,,,,
1,If you live in a small town this might not get signal with AT&amp;T;,03-Jun-18,No,I bought 2 of these for me and my husband at Best buy the unlocked US version and when I got home neither get signal 1 bar if lucky. We went to the city and in the larger city and there we get signal.. I wish someone would have warned me that the unlocked version gets little signal with AT&amp;T; now I'm giving people a warning AT&amp;T; gets horrible reception,3
,,,,,
1,One Star,01-May-18,Yes,Returned the item as did not get AKG earplugs in the box.,4
,,,,,
5,Perfect for my use!,15-Jun-18,No,Switched from my S7 to this easy-to-use edge-to-edge S9. It's a perfect size as well as it's fast and I'm impressed by the capacity.,1
,,,,,
5,"""Adapt Sound"" feature on the S9",24-May-18,No,"The AKG earbuds (included in the S9 package) are a nice addition but sounded tinny and low volume to me. I tried changing the earbud tips but didn't get much of a lift.  Then I tried the S9 ""Adapt Sound"" feature. I was amazed how much the sound improved!",0
,,,,,
5,Easy switch from iPhone!!!,08-Apr-18,No,"While I have had several Samsung devices in the past - I spent the last few years with several different iPhone options.  In addition to the step price and ear buds priced separately, I am much more of a fan of Amazon apps / products and my feeling was these would adapt better to Android products.  I am so thrilled I took the leap to make this change - and here is a list why:..1.  Super high quality phone - with simple set up..2.  AMAZING camera with loads of different features..3.  Dual sim - so enjoy BOTH work and personal number on the same device..4.  DUAL WHATSAPP!!!.5.  Seamless integration for all Amazon apps (photos, shopping, music, Kindle, and Audible).  Same was not true ot iPhone products..6.  I have been duped by Apple to some degree - H have invested thousands in TV and movies through iTunes - hoping that one day they make these available on other devices, but happy that purchases through Google or Amazon will be should I move back to Apple in the future..7.  Can't beat the price - was able to trade in an old phone and saved $200!!..It is hard to say what the future holds but I am quite happy to be back with Samsung for now!!",0
,,,,,
1,Reported problems - Do Not Buy,24-Apr-18,No,"I've had this phone for 16 days and it's now dead. When it worked, it was slower than my iPhone 6 plus. Had trouble with texting that I thought was due to software lag. Seems others are facing similar problems and it's likely a touchscreen problem (dead zones). Samsung already issued a statement that it's working on the issue. My phone is also completely frozen. Even if I reboot, it freezes at the Samsung screen. I asked Samsung to send me a replacement but they refused and referred me to repair facility.  It's currently at the repair shop for the 2nd day. Very expensive inconvenience. Avoid this handset.",5
,,,,,
1,This phone can't connect to PLT headphones,01-May-18,No,Phone will not pair with my wireless PLT headphones.  This phone doesn't have the ability to correct.,1
,,,,,
4,Get it over the iphone,05-Jul-18,No,"An amazing phone with an amazing camera and screen. If your stuck between this and the iphone x i would definitly get this. The battery life is mediocre just because the quality and the size of the screen drain it. However, there are many options to help prolong it. A beautiful phone.",1
,,,,,
4,Phone went BAD,17-May-18,No,"I predordered the phone from Samsung. After having it a month, the speaker sounds really bad. I thought it would fix itself or with updates, but nothing so far. I will try and get another one from them..Will update: (Costumer service)",0
,,,,,
5,Great all around flagship from Samsung,07-May-18,No,"Honestly this is one of the best smartphones I've used in a long time. Snappy, UI is good, screen is gorgeous, camera is great, pretty much everything to expect when purchasing a 800+ smartphone..The real complaint I have is the speakers sound when cranked to full as on EDM and some hip hop( these are the main genres I listen to) the bass levels drastically drop. A bit dissapointing but cranking it down a little bit and back to business as usual...Anyway its a great phone and I would definitely say it is a contender for one of the best phones of 2017-2018.",0
,,,,,
3,Screen is fragile and NOT covered by warranty.  Beware.,04-May-18,No,"Good - It's a good phone, no doubt about it.  Feels sturdy, something about slow motion, NFC, all the fancy features (you can read the other reviews and marketing jazz)...Bad - Now here is what gets me - this fancy screen is fragile.  Be aware - the SCREEN IS NOT COVERED BY WARRANTY.  Even with all kinds of screen protectors, drop this phone and you risk the screen cracking..Yes, friends it happens much easier than it should.  We had the same issue with the S8 and the S9.  It was dropped from a reasonable height (between knee and hip - the exact height you will carry and use it at) and both the S8 and S9 shattered..The worst part is that Samsung refuses to cover the screen under their ""warranty."".The local shop they sent us to did fix the 9 for about $100 less than the S8 (total was $235 for the S9 fix).  Also, remember this phone just came out, we've had it less than two months.  The shop said they already had 20+ people in with broken S9 screens..Wish i could go back to non-curved, more durable devices.",4
,,,,,
2,is this genuine phone?,11-May-18,Yes,just got my samsung s9 today and i wonder is this genuine by samsung? coz i got the phone made in china and not in korea and i got a headset but its AKG and not samsung headset can anyone answer me.,1
,,,,,
1,Ruined good hardware with Terrible Software. Almost Unusable.,13-Jun-18,No,Worst phone I have ever used. Samsung took a fully functional operating system and stripped out all the good features to replace them with Samsung services that require another login. Basic features don't work. I get terrible or no signal in areas where I used to have great signal. I haven't changed carriers or my plan. I'm constantly having buffering issues I never had with my Nexus 5x. This happens on cell network or wifi.,2
,,,,,
1,Using it's market share to push garbage.,09-Jul-18,No,I used to get Samsung products because of their Google integration.  Now there is a button on the side that you cant turn off without signing up for Samsung's service.  I will no longer be purchasing Samsung products.,0
,,,,,
3,Much to lean from a long time iPhone user,19-Apr-18,No,"The screen is beautiful. The ability to customize is overwhelming.  The always on clock is a great idea..The camera takes great pictures, but since the screen is to the edge, I am always accidentally enabling something while holding it..Its harder just to make a quick phone call than the iPhone is (need more customizing I guess)..The slide down feature on the lock screen has many options, but no clock or calculator like the iPhone does (without add-on modifying)..The standard ring tones are very limited and not desirable. Even though the music plays loud, the ringtones do not..Even though it has a press button lock, then swipe, it still seems to unlock in my pocket. But the iPhone did too..The Bixby turns on when I DONT want it to, and doesn't when I do. Very frustrating..The USB C connector is nice..There are 1000 things this phone can do that I have not discovered yet.",2
,,,,,
1,Cannot activate on Verizon - not a recognized device,19-Apr-18,Yes,"I received the product just fine, but Verizon was unable to activate it, since it didn't even recognize the device.  Since the device was not shipped with a SIM card, which is NOT mentioned on the webpage, the employee at the Verizon store used a standard Verizon SIM card to try and activate it.  All in all, a big waste of my lunch hour!!  It is already being shipped back...",7
,,,,,
3,Great phone with great features,04-Jul-18,No,"I love this phone and the features that come on it. My only complaint is that I am having trouble locking the screen position. Outside of that, it is a really good phone.",1
,,,,,
5,Amazing overall!,20-Jul-18,No,Picture quality is superb! Battery life is unbelievable and charges insanely fast too! LOVE THIS PHONE!!!,1
,,,,,
1,Awesome smartphone unsupported by Samsung's PC connectivity software...,06-Jul-18,No,"I bought a Galaxy S9+ which these days is Samsung's flagship phone. I was stupefied to find that SideSync doesn't support the S9 family....I then tryied Samsung Flow but I cannot used it either as Windows PIN login is not available on my Windows 10 Enterprise notebook..Shame you Samsung, I regret my buy...",0
,,,,,
5,Switched from iphone to android,26-Apr-18,No,"Okay so I switched from the iphone x to the galaxy s9 plus. And I have to say, I'm glad I did. The size is perfect. It's long enough to multitask. Right now I'm actually watching hulu and I'm typing this. Which on my iphone I couldn't do. And the way it performs is 100% better than my brand new iPhone x. I was pretty skeptical because I would lose everything from my iphone especially imessages. But honestly I dont miss it at all. If you're thinking about switching to android from iphone I think this is the phone you should definitely get. Hands down!",0
,,,,,
4,The operating system is way way more polished and the camera is superior to my Panasonic Lumix,03-Apr-18,No,"This is my third Samsung Galaxy after switching from the original iPhone.  This was a huge upgrade from my Galaxy Alpha.  The operating system is way way more polished and the camera is superior to my Panasonic Lumix.  My wife's Galaxy S8 seems just about the same but the 9 is noticeably zippier but I have way fewer apps.  In our household we have Macs, PC's, iPads, Roku's, Tablets so we aren't married to any particular brand.  For the phones I've enjoyed Samsungs.  My wife got a deal on an LG and it was a big headache as it had hardware failures...Important, currently, as of this writing the S9 has a software problem where notifications on the apps DOES NOT work.  Since I've come to rely on those little numbers on the top left corner of my apps this is an inconvenience.  My old Samsung came with SVoice which I prefer over Bixby for simplicity but it's slowly winning me over.  Ask Bixby to Rap for you, it's hilarious.",1
,,,,,
5,Not my ideal phone but it is good. Right out the box I had to make ...,06-May-18,No,"Came from a Huawei honor 8. I got this phone as a gift... I was looking to buy a one plus 6t or mate 10 pro when the prices come down... But hey I have an s9+ now... Not my ideal phone but it is good...Right out the box I had to make some adjustments. Deleted a slew of aps or moved them to a folder. Changed the always on display to not, because battery life is a thing I need. Phone case, yeah I got a clear one and a skin, because the downside to a phone like this is everyone has one and I don't want to advertise I have an s9+ for theft reasons. So I got it in purple because black is bi gender and purple is for girls and gays so there is less value in the black market if stolen. Got me a skin and a clear case and a film screen protector, because I don't plan on upgrading till 2020 when you know 98% screen phones will be a thing (like bro I don't need the NSA always looking at me with a front facing camera)...So yeah. I mean the camera is awesome. It is literally why you get an s9+. You get an iPhone x if you are an idiot who is allergic to money and wants to blow $5000 on the app store and when your iPhone breaks you don't believe in repairing so you buy a new one, like that is cool dawg...So yeah the nice thing about having the best phone is repair shops can fix it if it gets busted so yeah...I wish this thing had an IR blaster because jacking control over devices is useful. Like my ac etc. But I have an honor 8 to use as an ac remote  when I can't find it... So that is good. I shouldn't eat at restaurant that play CNN fake news anyway, so annoying, one lady kept turning back on the TV when I kept turning it off. Like wtf yo...So I guess I can live without an IR blaster. I am surprised this thing has a headphone jack and is ip 68 rated for water. Kudos. iPhone x is ip 67, losers.",0
,,,,,
3,"Great phone, but similar phone for much less is out there",18-May-18,No,"Great phone, three stars because I am comparing it to a phone that is less than half the cost with close performance. Look at the ZTE Axon 7 and you will find a lesser camera, but not by much plus stereo speakers and a solid build. I returned it because it is so much more than the ZTE and only offers modest upgrades in comparison. That being said, the phone itself is beautiful and well made with lots of great features, but the price point is the killer based on its mild competition. This is all my opinion for my needs an economic philosophy and I mean no disrespect to Samsung. It's just too much money for what else is out there at this time.",1
,,,,,
2,Not quite up to the hype.,23-Jun-18,No,"Back in March, I switched from an LG V20 to the S9+ because the screen on my LG began to bleed through. Big mistake. The Samsung pales in comparison to the LG. There's no tap or knock to wake option, the fingerprint sensor is finicky, scrolling through social media is a chore and I found myself growing more and more aggravated with daily use. In short, I paid the phone off early. When I was in the store explaining at how dissatisfied I was with the phone, a Samsung representative was present.  Upon overhearing my gripes, he just said something about not pleasing everyone. While that's true and there is no perfect phone, Samsung sure has some catching up to do with LG.  Much better User Interface on LG and the fingerprint sensor isn't as finicky.  Do yourself a favor and check out the V30 or the G7.  Skip the S9+",1
,,,,,
5,Love it so much,04-Jul-18,No,Love the phone it just can get scratched easily but you can just put a case on it. This phone is for you!!,0
,,,,,
5,Battery,26-Mar-18,No,I love the battery length! I had a galaxy s7 and I would have to charge it every 3 hrs because it died so fast. So far I'm barely on 70% after taking it off the charger at 650 PM. And it's currently 1058pm for me. . I keep using it btw..I love everything about it. No complaints yet.,1
,,,,,
5,I love it~,06-Jun-18,No,I just bought this phone and everything is soooo amazing. It's worth every single penny. :D I have a lilac purple s9+ and I absolutely love it.,0
,,,,,
2,... upgraded from the S7 to the S9+ and I'm terribly disappointed. Last week,04-Apr-18,No,"Recently upgraded from the S7 to the S9+ and I'm terribly disappointed. Last week, I decided to upgrade from a Samsung S7 to a Samsung S9+. I even went all in with the BOGO deal from Verizon and upgraded Junior at the same time...Rarely have I been so disappointed in a tech purchase! And Samsung, I hope you have people watching for this sort of post. I'll be RETURNING. THIS. PHONE. tomorrow. Major shortcomings include ""Bixby,"" microphone placement, and voice recognition...First, the ""Bixby"" personal assistant is a train wreck. I don't know who decided that an unholy union of the Yahoo! home page and Google Assistant was a good idea, but they seriously missed the mark. And it CAN'T. BE. DISABLED. Nothing enrages me more than software bundles that can't be disabled...Second, you have to hold the phone in your hand to be able to talk on the speakerphone, or the microphone is muffled and useless. Seriously, Samsung?! the whole point of the speakerphone function is to be able to put the phone down...Thirdly--and this is the deal killer for me--the voice recognition for talk-to-text, voice dialing, and talk-to-email is just abysmal. These features worked nearly flawlessly on my S7, but on the S9+ I'm flying into daily rages over the garbled nonsense the phone ""hears"" when I talk to it. I have no accent and enunciate very clearly and it does no good. Even if I shout single words and go completely over the top on my enunciation, I can't send a single text message of the simplest imaginable words. I spend 50-60 hours per week driving and MUST be able to communicate hands free as much as technologically possible...Swing and a resounding miss, Samsung.",13
,,,,,
5,Future tester,22-Jul-18,No,I would love to test this product on my youtube and instagram page,0
,,,,,
4,Four Stars,21-Jul-18,No,Low battery life,0
,,,,,
5,Five Stars,22-Jul-18,No,Love it.,0
,,,,,
5,Five Stars,23-May-18,No,i have instagram and a youtube page and would love to promote this product,0
,,,,,
5,Samsung is to good brand,27-Jun-18,No,"Excellent device, works marvelous, nice and slim.",0
,,,,,
1,"DO NOT BUY!!!!Tempered glass on the back breaks in seconds ,invalidated your almost $1000 purchaise !",12-May-18,No,"Hi, i've got from tmobile as an ""upgrade"" for my s7 which i still have , no issues for 2 years ..This one dropped once from a  low distance in a week after i bought it and cracked on the back!!! before you invest huge amount of money into this kind of junk check more appropriate options, unless you're really careful do not recommend this phone",2
,,,,,
5,Five Stars,26-Apr-18,No,Big upgrade from the s6 edge +. Unlocked works on every carrier. CDMA OR GSM.,0
,,,,,
1,Not that nice to use,30-May-18,No,"Recently got rid of my iPhone 7+ and made the switch. I did this because I didn't like that Apple wouldnt leave anything alone and kept updating it until it was slower and less firmilar. The iPhone always worked though.  The s9+ is a constant fight to get something to work how I want it. The apps don't run nearly as smooth as they did on the iPhone.  On a positive note, it's got a nice camera. This phone is a great piece of hardware with terrible software. I'm excited for my one year lease to expire so I can get another iPhone.",0
,,,,,
5,Five Stars,21-Apr-18,No,Better than Ip x,0
,,,,,
2,A Bust,13-May-18,No,Upgraded from a Note 2... The touch sensitivity was actually better on the Note... Brought it back to the dealer and he said I did not close out enough. Still the same. I would not recommend this phone. To me this phone is a bust.,0
,,,,,
5,Five Stars,30-Apr-18,No,"Perfect perfect ,,, the only one issue is the battery of it was 4000 mA",0
,,,,,
3,Bad Battery Life,03-Apr-18,No,Just wanted to comment that the battery life is terrible. Samsung has had several years to correct the battery issue and has yet to do so.,2
,,,,,
1,Not worth $800 all. Made of glass and breaks like glass to.,18-Jul-18,No,"This cell phone is garbage donot but. Specially if you are coming from a iPhone. Interface sucks, apps never work correctly, better life is terrible. You have to research a lot to use settings correctly. This is like a box store PC where billions of third party software that do the same thing. There are more than 3 options asked of you to back up your phone and I learned that they did not work. It's bad when their are app developers making apps to work around problems with the phone's native applications and settings. Never buying another android or Samsug anything ever again.",0
,,,,,
1,Screen breaks super easy!!,16-Jul-18,No,Ok so what an amazing phone and yet even with a good case the screen has broken twice. $ 400 to repair. Could have bought something else with that money.  The curb is killing me. Time to leave Samsung until they can make one with a non curbed screen.,0
,,,,,
1,WORST PHONE EVER,12-Apr-18,Yes,WORST PHONE EVER!!! IT KEEPS RANDOMLY DELETING MOST OF MY PICTURES AND MY GAME NOTIDICATION SOUNDS DOT WORK!!! WORST PHONE EVER!!!,5
,,,,,
2,Great if you have it plugged into the wall,15-May-18,No,"This phone surpasses any iPhone currently and previously on the market. I bought it as a second phone just to use for posting pictures for my real estate business. I would take it over IOS any day if it wasn't for the battery Life. You would have more luck using a sidekick from 2005 plugged into a potato to hold a better charge than this phone. The note 7 (which I also owned) blew up and this one just dies after 30 minutes of use. If you can charge it for three hours to use the camera it a great.. other than that you get a ""battery too low to use flash"" message. After missing tens of important business calls and overall not being able to use the device due to its 45 minute battery life i am switching fully back to iPhone.",0
,,,,,
1,Yard sale trash,23-Apr-18,No,This phone is a yard sale...I cannot attach text tones to contacts?..I cannot turn off the camera shutter noise without turning off all system sounds?..I cannot adjust lengths of time text notifications remain on the screen? By the time I have picked up the phone and brought it close enough to read it disappears?..I cannot adjust the timeout length of the lock screen? I go to it to glance at notifications and it turns off...AND THIS IS THE NINTH VERSION?..What an utterly clunky experience.,7
,,,,,
1,"With use of a case, the phone cannot sustain ...",16-May-18,No,"With use of a case, the phone cannot sustain a fall of 42 inches. The glass will crack..If you don't want to pay for half the phone to fix small cracks, you can try repairing it yourself and break all internal components, when you fail, Samsung will refuse to repair it, even though you are offering them money..So, if you have a 100% chance of not dropping the phone...",1
,,,,,
1,Suddenly...,05-May-18,Yes,"Not fair to spend like 5 - 7 more dollars, and right after the purchase the price drops...The item itself is OK.",1
,,,,,
4,I just purchased this phone so I don't have it ...,19-Mar-18,No,"I just purchased this phone so I don't have it right now. But I'm giving an informationg of network compatibility..2G CDMA.CDMA800,USPCS1900.2G GSM.GSM850,GSM900,DCS1800,PCS1900.3G CDMA.BC0(800),BC1(1900),BC10(800).3G CDMA Diversity.BC0(800),BC1(1900),BC10(800).3G UMTS(WCDMA).B1(2100),B2(1900),B4(AWS),B5(850),B8(900).3G UMTS(WCDMA) Diversity.B1(2100),B2(1900),B4(AWS),B5(850),B8(900).3G TD-SCDMA.B34(2010),B39(1880).4G LTE FDD.B1(2100),B2(1900),B3(1800),B4(AWS),B5(850),B7(2600),B8(900),B12(700),B13(700),B14(700),B17(700),B18(800),B19(800),B20(800),B25(1900),B26(850),B28(700),B29(700),B30(2300),B66(AWS-3),B71(600).4G LTE TDD.B38(2600),B39(1900),B40(2300),B41(2500),B46(5200)",12
,,,,,
1,Disappointing,15-Apr-18,No,"I got my phone from best buy to replace the S8+..It's  disappointing that this ""superior camera phone""  comes without the video editing app like all the previous flagship models. They call that app ""movie maker"".The app is made by Samsung Electronics and is not available  on android market...I tried other apps and didn't like those. Now I have to move the video files to my old phone and edit them there...Thanks, Samsung for discontinuing what I need and adding what I don't,  like stupid bixby...Should I go to apple store and check  their iphones?..I tried other",5
,,,,,
